address,lat,long,geometry,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"2100 Plank Rd., MARINE CITY, MI 48039",42.7208042,-82.5115649,"[-82.5115649, 42.7208042]","26","147","644000","26147644000","6440",Census Tract 6440,G5020,S,"5821886","1914861","+42.7142971","-082.5027902"
"263 BELLE RIVER AVENUE, MARINE CITY, MI 48039",42.7226998,-82.4973349,"[-82.4973349, 42.7226998]","26","147","644000","26147644000","6440",Census Tract 6440,G5020,S,"5821886","1914861","+42.7142971","-082.5027902"
"7445 MAYER RD, FAIR HAVEN, MI 48023",42.682774,-82.605162,"[-82.60516199999999, 42.68277399999999]","26","147","645000","26147645000","6450",Census Tract 6450,G5020,S,"53770176","2930387","+42.6930340","-082.5605429"
"ANGLING RD, STARRVILLE, MI 48039",42.6683458,-82.5914542,"[-82.5914542, 42.6683458]","26","147","645000","26147645000","6450",Census Tract 6450,G5020,S,"53770176","2930387","+42.6930340","-082.5605429"
"7025 MARINE CITY HWY, MARINE CITY, MI 48038",42.7243107,-82.591013,"[-82.59101299999999, 42.7243107]","26","147","645000","26147645000","6450",Census Tract 6450,G5020,S,"53770176","2930387","+42.6930340","-082.5605429"
"8061 MARSH RD, ALGONAC, MI 48001",42.6652884,-82.54718,"[-82.54718, 42.6652884]","26","147","646000","26147646000","6460",Census Tract 6460,G5020,S,"36479979","1081990","+42.6493366","-082.5685014"
"9300 STONE ROAD, ALGONAC, MI 48001",42.6299997,-82.5457219,"[-82.54572189999999, 42.6299997]","26","147","646000","26147646000","6460",Census Tract 6460,G5020,S,"36479979","1081990","+42.6493366","-082.5685014"
"9635 Kretz Dr, ALGONAC, MI 48001",42.6221813,-82.5700581,"[-82.5700581, 42.6221813]","26","147","646000","26147646000","6460",Census Tract 6460,G5020,S,"36479979","1081990","+42.6493366","-082.5685014"
"5280 PTE TEMBLE RD, ALGONAC, MI 48001",42.6238219,-82.584484,"[-82.58448400000002, 42.6238219]","26","147","646000","26147646000","6460",Census Tract 6460,G5020,S,"36479979","1081990","+42.6493366","-082.5685014"
"1445 LIBERTY ROAD, SAGINAW, MI 48604",43.5009956,-83.9444244,"[-83.9444244, 43.5009956]","26","145","010200","26145010200","102",Census Tract 102,G5020,S,"48104181","589589","+43.5056456","-083.9851505"
"CHAMPAGNE & MARX, MICHIGAN RD PIT, SAGINAW, MI 48604",43.5009981,-83.9443655,"[-83.94436549999999, 43.5009981]","26","145","010200","26145010200","102",Census Tract 102,G5020,S,"48104181","589589","+43.5056456","-083.9851505"
"CHAMPAGNE & MARX EXC., SAGINAW, MI 48604",43.5009981,-83.9443655,"[-83.94436549999999, 43.5009981]","26","145","010200","26145010200","102",Census Tract 102,G5020,S,"48104181","589589","+43.5056456","-083.9851505"
"3175 PIERCE RD, SAGINAW, MI 48604",43.5083028,-83.9769891,"[-83.9769891, 43.5083028]","26","145","010200","26145010200","102",Census Tract 102,G5020,S,"48104181","589589","+43.5056456","-083.9851505"
"7400 Bay Road, SAGINAW, MI 48604",43.5134587,-83.9611561,"[-83.9611561, 43.5134587]","26","145","010200","26145010200","102",Census Tract 102,G5020,S,"48104181","589589","+43.5056456","-083.9851505"
"2490 KOCHVILLE RD, SAGINAW, MI 48604",43.4950535,-83.962706,"[-83.962706, 43.4950535]","26","145","010200","26145010200","102",Census Tract 102,G5020,S,"48104181","589589","+43.5056456","-083.9851505"
"2490 E. Kochville Road, SAGINAW, MI 48604",43.4942359,-83.9460236,"[-83.94602359999999, 43.4942359]","26","145","010200","26145010200","102",Census Tract 102,G5020,S,"48104181","589589","+43.5056456","-083.9851505"
"345 East Mahoney Street, MERRILL, MI 48637",43.4109366,-84.326471,"[-84.326471, 43.4109366]","26","145","012200","26145012200","122",Census Tract 122,G5020,S,"65256996","63166","+43.4395206","-084.3205142"
"431 W ALICE ST, MERRILL, MI 48637",43.4086453,-84.3330867,"[-84.3330867, 43.4086453]","26","145","012200","26145012200","122",Census Tract 122,G5020,S,"65256996","63166","+43.4395206","-084.3205142"
"55800 Hayes Road, MACOMB, MI 48042",42.7065994,-82.975545,"[-82.975545, 42.70659939999999]","26","099","223802","26099223802","2238.02",Census Tract 2238.02,G5020,S,"7890921","5308","+42.7091274","-082.9469438"
"18201 CLINTON RIVER RD, CLINTON TWP, MI 48038",42.5911696,-82.9360807,"[-82.93608069999999, 42.5911696]","26","099","240602","26099240602","2406.02",Census Tract 2406.02,G5020,S,"3909316","45064","+42.5938595","-082.9379521"
"PORTABLE, WALDENBURG, MI 48044",42.6573491,-82.9371172,"[-82.9371172, 42.6573491]","26","099","224102","26099224102","2241.02",Census Tract 2241.02,G5020,S,"2667340","18","+42.6490276","-082.9265875"
"39000  MOUND ROAD, STERLING HTS, MI 48310",42.5828677,-83.0462063,"[-83.0462063, 42.5828677]","26","099","982001","26099982001","9820.01",Census Tract 9820.01,G5020,S,"3992966","57087","+42.5762709","-083.0422541"
"38111  Van Dyke, STERLING HTS, MI 48312",42.5699393,-83.0341237,"[-83.0341237, 42.56993930000001]","26","099","982001","26099982001","9820.01",Census Tract 9820.01,G5020,S,"3992966","57087","+42.5762709","-083.0422541"
"6645 SIMS DRIVE, STERLING HTS, MI 48313",42.5900943,-83.0420609,"[-83.0420609, 42.5900943]","26","099","982001","26099982001","9820.01",Census Tract 9820.01,G5020,S,"3992966","57087","+42.5762709","-083.0422541"
"6200 ELMRIDGE, STERLING HTS, MI 48313",42.591544,-83.047297,"[-83.047297, 42.591544]","26","099","982001","26099982001","9820.01",Census Tract 9820.01,G5020,S,"3992966","57087","+42.5762709","-083.0422541"
"6090 Wall St, STERLING HTS, MI 48312",42.570237,-83.0452834,"[-83.0452834, 42.570237]","26","099","982001","26099982001","9820.01",Census Tract 9820.01,G5020,S,"3992966","57087","+42.5762709","-083.0422541"
"Pmt 542-85, STERLING HTS, MI 48078",42.5803122,-83.0302033,"[-83.0302033, 42.5803122]","26","099","982001","26099982001","9820.01",Census Tract 9820.01,G5020,S,"3992966","57087","+42.5762709","-083.0422541"
"37580 MOUND ROAD, STERLING HTS, MI 48310",42.569282,-83.0471292,"[-83.0471292, 42.569282]","26","099","982001","26099982001","9820.01",Census Tract 9820.01,G5020,S,"3992966","57087","+42.5762709","-083.0422541"
"37580 MOUND RD (NORTH OF 16 MILE RD), STERLING HTS, MI 48310",42.569282,-83.0471292,"[-83.0471292, 42.569282]","26","099","982001","26099982001","9820.01",Census Tract 9820.01,G5020,S,"3992966","57087","+42.5762709","-083.0422541"
"6000 EAST 17 MILE RD, STERLING HTS, MI 48313",42.5789663,-83.0472131,"[-83.0472131, 42.5789663]","26","099","982001","26099982001","9820.01",Census Tract 9820.01,G5020,S,"3992966","57087","+42.5762709","-083.0422541"
"6070 18 MILE RD, STERLING HTS, MI 48314",42.5938605,-83.0490588,"[-83.0490588, 42.5938605]","26","099","982001","26099982001","9820.01",Census Tract 9820.01,G5020,S,"3992966","57087","+42.5762709","-083.0422541"
"6700 SIMS DR, STERLING HTS, MI 48078",42.5886476,-83.0422629,"[-83.0422629, 42.5886476]","26","099","982001","26099982001","9820.01",Census Tract 9820.01,G5020,S,"3992966","57087","+42.5762709","-083.0422541"
"6227 Metropolitan Parkway, STERLING HTS, MI 48312",42.565585,-83.0461853,"[-83.04618529999999, 42.565585]","26","099","982001","26099982001","9820.01",Census Tract 9820.01,G5020,S,"3992966","57087","+42.5762709","-083.0422541"
"48175 N GRATIOT AVE, CHESTERFIELD, MI 48051",42.6386542,-82.8573704,"[-82.8573704, 42.6386542]","26","099","223402","26099223402","2234.02",Census Tract 2234.02,G5020,S,"5145984","108638","+42.6337937","-082.8784468"
"15260 HALLMARK Court, MACOMB, MI 48042",42.6742604,-82.9745174,"[-82.9745174, 42.6742604]","26","099","223902","26099223902","2239.02",Census Tract 2239.02,G5020,S,"3975788","1040","+42.6752398","-082.9639960"
"51308 INDUSTRIAL DRIVE, MACOMB, MI 48042",42.674447,-82.9688898,"[-82.9688898, 42.674447]","26","099","223902","26099223902","2239.02",Census Tract 2239.02,G5020,S,"3975788","1040","+42.6752398","-082.9639960"
"51518 Quadrate Drive, MACOMB, MI 48042",42.6759507,-82.9624217,"[-82.9624217, 42.6759507]","26","099","223902","26099223902","2239.02",Census Tract 2239.02,G5020,S,"3975788","1040","+42.6752398","-082.9639960"
"7000 E 15 MILE RD, STERLING HTS, MI 48077",42.5498552,-83.0373124,"[-83.03731239999999, 42.5498552]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"35800 BEATTIE DR, STERLING HTS, MI 48312",42.5560976,-83.0396618,"[-83.03966179999999, 42.55609760000001]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"35777 VAN DYKE, STERLING HTS, MI 48312",42.5557906,-83.0321097,"[-83.03210969999999, 42.55579059999999]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"6600 E 15 MILE RD, STERLING HTS, MI 48312",42.5503034,-83.0409204,"[-83.04092039999999, 42.5503034]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"35345 STANLEY DR, STERLING HTS, MI 48077",42.5531707,-83.0429341,"[-83.0429341, 42.5531707]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"6300 HUGHES DR, STERLING HTS, MI 48077",42.5551839,-83.0446961,"[-83.0446961, 42.5551839]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"6300 HUGHES DR, STERLING HTS, MI 48312",42.5551839,-83.0446961,"[-83.0446961, 42.5551839]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"6625 COBB DR, STERLING HTS, MI 48312",42.5577041,-83.0410043,"[-83.0410043, 42.5577041]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"6640 Sterling Drive South, STERLING HTS, MI 48312",42.5426527,-83.0399402,"[-83.03994019999999, 42.5426527]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"35438 Mound Rd, STERLING HTS, MI 48310",42.553736,-83.0482865,"[-83.0482865, 42.553736]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"33200 Mound Road, STERLING HTS, MI 48310",42.5378619,-83.0473179,"[-83.0473179, 42.5378619]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"33286 Sterling Ponds Blvd, STERLING HTS, MI 48312",42.538258,-83.034844,"[-83.03484399999999, 42.538258]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"6200 METROPOLITAN PARKWAY, STERLING HTS, MI 48312",42.5636411,-83.0458707,"[-83.04587070000001, 42.5636411]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"6137 PRODUCT DR, STERLING HTS, MI 48077",42.5490436,-83.0452834,"[-83.0452834, 42.5490436]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"35705 BEATTIE DR, STERLING HTS, MI 48312",42.5556303,-83.0407526,"[-83.04075259999999, 42.5556303]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"6550 Cobb Drive, STERLING HTS, MI 48312",42.556637,-83.0422629,"[-83.0422629, 42.55663699999999]","26","099","982002","26099982002","9820.02",Census Tract 9820.02,G5020,S,"5042225","3189","+42.5581350","-083.0342354"
"27 Mile Road, LENOX TWP, MI 48048",42.7350587,-82.7561096,"[-82.7561096, 42.7350587]","26","099","218002","26099218002","2180.02",Census Tract 2180.02,G5020,S,"18015886","122441","+42.7422745","-082.7685280"
"58391  Main Street, NEW HAVEN, MI 48048",42.7299549,-82.802617,"[-82.802617, 42.7299549]","26","099","218001","26099218001","2180.01",Census Tract 2180.01,G5020,S,"6549456","2832","+42.7297621","-082.7970398"
"57895 IAFRATE DRIVE, NEW HAVEN, MI 48048",42.7294758,-82.8013107,"[-82.8013107, 42.7294758]","26","099","218001","26099218001","2180.01",Census Tract 2180.01,G5020,S,"6549456","2832","+42.7297621","-082.7970398"
"57295 Iafrate Drive, NEW HAVEN, MI 48091",42.7294758,-82.8013107,"[-82.8013107, 42.7294758]","26","099","218001","26099218001","2180.01",Census Tract 2180.01,G5020,S,"6549456","2832","+42.7297621","-082.7970398"
"31071 DIVISION STREET, NEW HAVEN, MI 48005",42.7316491,-82.8003878,"[-82.8003878, 42.7316491]","26","099","218001","26099218001","2180.01",Census Tract 2180.01,G5020,S,"6549456","2832","+42.7297621","-082.7970398"
"37087 GREEN ST, NEW BALTIMORE, MI 48047",42.6867163,-82.7297408,"[-82.7297408, 42.6867163]","26","099","220003","26099220003","2200.03",Census Tract 2200.03,G5020,S,"4760503","4115","+42.7016522","-082.7486117"
"62460 CAMPGROUND RD, WASHINGTON, MI 48094",42.7531262,-83.0371362,"[-83.03713619999999, 42.7531262]","26","099","215201","26099215201","2152.01",Census Tract 2152.01,G5020,S,"8260201","84797","+42.7404823","-083.0434750"
"61741 CAMPGROUND RD, WASHINGTON, MI 48094",42.7484459,-83.0396486,"[-83.03964859999999, 42.7484459]","26","099","215201","26099215201","2152.01",Census Tract 2152.01,G5020,S,"8260201","84797","+42.7404823","-083.0434750"
"505 S MAPLE ROAD, ANN ARBOR, MI 48103",42.2759997,-83.7795764,"[-83.7795764, 42.2759997]","26","161","403500","26161403500","4035",Census Tract 4035,G5020,S,"1454604","0","+42.2793566","-083.7714778"
"2565 PLYMOUTH RD, ANN ARBOR, MI 48105",42.3040935,-83.7111128,"[-83.7111128, 42.3040935]","26","161","403600","26161403600","4036",Census Tract 4036,G5020,S,"3593367","15993","+42.3120965","-083.7147316"
"2799 Plymouth Rd, ANN ARBOR, MI 48105",42.3028631,-83.7047606,"[-83.7047606, 42.3028631]","26","161","403600","26161403600","4036",Census Tract 4036,G5020,S,"3593367","15993","+42.3120965","-083.7147316"
"5884 A ST, ALPENA, MI 49707",45.0773997,-83.5703646,"[-83.57036459999999, 45.0773997]","26","007","000200","26007000200","2",Census Tract 2,G5020,S,"388921680","10587868","+45.0292674","-083.5887361"
"T28N, R8E, Section 8, CALEDONIA TWP, MI 49766",44.9065814,-83.4646133,"[-83.4646133, 44.9065814]","26","007","000200","26007000200","2",Census Tract 2,G5020,S,"388921680","10587868","+45.0292674","-083.5887361"
"Sportsmen Drive, HERRON, MI 49744",45.0757805,-83.5427405,"[-83.5427405, 45.0757805]","26","007","000200","26007000200","2",Census Tract 2,G5020,S,"388921680","10587868","+45.0292674","-083.5887361"
"3336 PIPER RD, ALPENA, MI 49707",45.0268429,-83.4805057,"[-83.4805057, 45.0268429]","26","007","000200","26007000200","2",Census Tract 2,G5020,S,"388921680","10587868","+45.0292674","-083.5887361"
"Flint Nappers CPF, ALPENA, MI 49707",45.0045655,-83.6184504,"[-83.6184504, 45.0045655]","26","007","000200","26007000200","2",Census Tract 2,G5020,S,"388921680","10587868","+45.0292674","-083.5887361"
"SW SE SE 1/4 SEC 2, T30N, R6E, WILSON TWP, MI 49744",44.9925247,-83.6618593,"[-83.6618593, 44.9925247]","26","007","000200","26007000200","2",Census Tract 2,G5020,S,"388921680","10587868","+45.0292674","-083.5887361"
"NW SE SE, T29N-R5E, Section 9, FLANDERS, MI 49707",45.0765963,-83.490932,"[-83.490932, 45.0765963]","26","007","000700","26007000700","7",Census Tract 7,G5020,S,"41112992","1035099","+45.0204647","-083.5336246"
"1295 DeVere Drive, ALPENA, MI 49707",45.0658995,-83.4908978,"[-83.4908978, 45.0658995]","26","007","000700","26007000700","7",Census Tract 7,G5020,S,"41112992","1035099","+45.0204647","-083.5336246"
"120 N INDUSTRIAL HWY, ALPENA, MI 49707",45.0998183,-83.4582333,"[-83.45823329999999, 45.0998183]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"5614 Wessel Road, ALPENA, MI 49707",45.1286392,-83.4126281,"[-83.41262809999999, 45.12863919999999]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"4556 Rockport Road, ALPENA, MI 49707",45.1858722,-83.4044771,"[-83.4044771, 45.1858722]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"2001 Long Lake Avenue, ALPENA, MI 49707",45.0827459,-83.4315487,"[-83.4315487, 45.08274590000001]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"167 N. Industrial Hwy., ALPENA, MI 49707",45.1032836,-83.4577491,"[-83.4577491, 45.1032836]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"1995 East Hamilton Road, ALPENA, MI 49707",45.1048998,-83.4111942,"[-83.4111942, 45.1048998]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"7590 Weiss Rd., ALPENA, MI 49707",45.1548581,-83.4172799,"[-83.4172799, 45.1548581]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"4988 HAMILTON RD., ALPENA, MI 49707",45.1063771,-83.3904156,"[-83.3904156, 45.1063771]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"801 Johnson St, ALPENA, MI 49707",45.0777441,-83.4374174,"[-83.4374174, 45.0777441]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"3830 Hamilton Rd., ALPENA, MI 49707",45.0977757,-83.4111532,"[-83.4111532, 45.0977757]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"2222 US 23 South, ALPENA, MI 49707",45.093022,-83.4575312,"[-83.45753119999999, 45.093022]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"1501 West Chisholm STreet, ALPENA, MI 49707",45.0788834,-83.4521459,"[-83.45214589999999, 45.0788834]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"3456 US Highway 23 S, ALPENA, MI 49707",45.1009722,-83.4546554,"[-83.4546554, 45.1009722]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"1074 US 23 North, ALPENA, MI 49707",45.0865557,-83.4562192,"[-83.45621919999999, 45.0865557]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"666 Johnson Street, ALPENA, MI 49707",45.0798733,-83.4448112,"[-83.44481119999999, 45.0798733]","26","007","000300","26007000300","3",Census Tract 3,G5020,S,"195625155","71010852","+45.1241324","-083.3692336"
"00022 East Jordon Road, BOYNE CITY, MI 49712",45.1677211,-85.2275783,"[-85.2275783, 45.1677211]","26","009","960100","26009960100","9601",Census Tract 9601,G5020,S,"151156127","43313371","+45.1375644","-085.3260697"
"7115 ESSEX ROAD, ELLSWORTH, MI 49729",45.160393,-85.250371,"[-85.250371, 45.160393]","26","009","960100","26009960100","9601",Census Tract 9601,G5020,S,"151156127","43313371","+45.1375644","-085.3260697"
